FUND,ISIN
YetAnotherFund,A2662K428Y85
BigEquityReturns,A2662K428Y85
BigEquityReturns,7Q0UT16BES0Y
EuroSwaps,T1U8T8H7T1JH
AnotherFund,T1U8T8H7T1JH
QuickCashStrategy,H1572701AO24
NiceGrowth,H1572701AO24
AnotherFund,2CYM4AW2Y1EW
QuickCashStrategy,2CYM4AW2Y1EW
QuickCashStrategy,7U2M3K9S047R
EuroSwaps,L04CR96M374J
EuroBonds,GQ4FJKXHC760
QuickCashStrategy,GQ4FJKXHC760
BigEquityReturns,45NQK0B16Y50
QuickCashStrategy,6V70S467K9U5
YetAnotherFund,6V70S467K9U5
EuroSwaps,6143M3Z178OG
YetAnotherFund,A9WDR275330Q
EuroBonds,79LHL31M6AA9
QuickCashStrategy,79LHL31M6AA9
QuickCashStrategy,49098372J2X2
EuroSwaps,49098372J2X2
EuroSwaps,3959X6MH9345
NiceGrowth,3959X6MH9345
EuroBonds,45Q78M2746FW
AnotherFund,45Q78M2746FW
AnotherFund,3583N19D8Z1R
NiceGrowth,3583N19D8Z1R
BigEquityReturns,6OP8X1E6NN86
EuroBonds,P4PYI61X02Y2
AnotherFund,9FR371XS5661
YetAnotherFund,L2L104P27N94
EuroBonds,L2L104P27N94
QuickCashStrategy,TYY96P02SUM5
EuroBonds,TYY96P02SUM5
QuickCashStrategy,58U022838U10
EuroSwaps,602JW3E0J734
EuroBonds,V6LRS0HS5997
NiceGrowth,6M84EQ7T4LF5
EuroSwaps,6M84EQ7T4LF5
YetAnotherFund,P1X5B7513HJ1
EuroBonds,P1X5B7513HJ1
EuroSwaps,5G9870869252
BigEquityReturns,WH1CB2E52AQM
QuickCashStrategy,403741LQ016W
EuroSwaps,39EQ320XOQ62
EuroSwaps,2G41Q9273K48
AnotherFund,2G41Q9273K48
EuroSwaps,12N8238MNN57
EuroSwaps,65WAZ1430Y88
EuroSwaps,7E4QIFSC810B
QuickCashStrategy,7E4QIFSC810B
BigEquityReturns,BW4JHA782XZU
QuickCashStrategy,BW4JHA782XZU
EuroBonds,KZ9CK799H5S2
NiceGrowth,W6R9K64668K2
NiceGrowth,4P3066G833L9
NiceGrowth,MD6460QH03QB
NiceGrowth,K6OGK27J67Z5
EuroSwaps,K6OGK27J67Z5
EuroSwaps,230S0Q6Q3A18
AnotherFund,230S0Q6Q3A18
BigEquityReturns,65P8MD33438R
EuroBonds,2I2011C0QC56
AnotherFund,051PN7338027
EuroBonds,051PN7338027
AnotherFund,5O6G858W1B36
EuroBonds,5O6G858W1B36
EuroBonds,9Y5X18TV4119
AnotherFund,9Y5X18TV4119
YetAnotherFund,5310K96R70T4
AnotherFund,5310K96R70T4
QuickCashStrategy,Y4054693A2PB
BigEquityReturns,W16U484Q7636
EuroBonds,W16U484Q7636
AnotherFund,4054PL9L742E
BigEquityReturns,4054PL9L742E
EuroBonds,DJ0X1X4Z2N27
QuickCashStrategy,DJ0X1X4Z2N27
EuroSwaps,64939082G813
EuroBonds,Z43X1L79ER35
NiceGrowth,855KQX00462T
BigEquityReturns,5786L1416U68
QuickCashStrategy,5786L1416U68
EuroSwaps,XN248X4V212L
EuroBonds,20C94UYY82BS
EuroSwaps,20C94UYY82BS
BigEquityReturns,1O17N2GP5568
AnotherFund,1O17N2GP5568
AnotherFund,0CV181S959P2
NiceGrowth,0CV181S959P2
YetAnotherFund,G309D723L9Q0
NiceGrowth,7Y0UJ5F20M79
EuroBonds,7Y0UJ5F20M79
EuroBonds,OSJ5792Y60EZ
EuroBonds,1MP2W0N39VIP
AnotherFund,1MP2W0N39VIP
QuickCashStrategy,B87GK8QE77CZ
EuroSwaps,B87GK8QE77CZ
EuroBonds,07Z195448ZO0
EuroSwaps,F0EB5529U724
EuroSwaps,34D5V354OLP8
YetAnotherFund,34D5V354OLP8
EuroBonds,ZS3709775BIE
EuroBonds,XVC987998IY1
BigEquityReturns,4O9T1B0D0877
QuickCashStrategy,4O9T1B0D0877
EuroSwaps,6LIW90141L28
BigEquityReturns,F373R744B95T
NiceGrowth,F373R744B95T
EuroBonds,A2C12019UYQW
EuroSwaps,A2C12019UYQW
AnotherFund,4401IRYI0QM5
EuroBonds,4401IRYI0QM5
YetAnotherFund,6G0PZ5Y4OOK6
BigEquityReturns,6G0PZ5Y4OOK6
AnotherFund,2OD881E64243
YetAnotherFund,HL62SOQ6ED5E
EuroSwaps,HL62SOQ6ED5E
QuickCashStrategy,58H40702O384
AnotherFund,58H40702O384
AnotherFund,ECG50M5Y7TEV
NiceGrowth,ZX92K8T1Y12Z
BigEquityReturns,DM0Z10Y30978
YetAnotherFund,827883C7081F
QuickCashStrategy,827883C7081F
EuroBonds,YWH684573396
EuroSwaps,UR80R734N9S2
AnotherFund,UR80R734N9S2
QuickCashStrategy,CZX26R7WC9WI
AnotherFund,8I87DNH668PP
AnotherFund,712VE53Q78Z0
EuroSwaps,712VE53Q78Z0
BigEquityReturns,Z38D9UB3IPJE
AnotherFund,Z38D9UB3IPJE
EuroSwaps,SH7XN390BE20
AnotherFund,SH7XN390BE20
YetAnotherFund,3EH27DTM1U04
NiceGrowth,4234NR614671
EuroBonds,4234NR614671
EuroSwaps,OD8686W2LO92
AnotherFund,OD8686W2LO92
AnotherFund,5E953A5333NN
NiceGrowth,71114B85B9TN
AnotherFund,7INYP8167JR5
BigEquityReturns,7INYP8167JR5
QuickCashStrategy,0RC22DJ4JHAI
YetAnotherFund,0RC22DJ4JHAI
EuroSwaps,T573YYK63083
AnotherFund,T573YYK63083
EuroBonds,1UZ016DM7F67
AnotherFund,T3YQK39N9022
EuroBonds,FRV82U5A0651
QuickCashStrategy,12647K76723B
YetAnotherFund,5I7A4J2Y4V82
EuroSwaps,94D07498FF39
YetAnotherFund,94D07498FF39
QuickCashStrategy,0R62398W4BC6
EuroBonds,0R62398W4BC6
YetAnotherFund,RB3V23G1B48Y
EuroBonds,RB3V23G1B48Y
QuickCashStrategy,1C0M7C5478F1
QuickCashStrategy,87DG42Q876AH
YetAnotherFund,77R85P7C724E
BigEquityReturns,77R85P7C724E
QuickCashStrategy,GP39DN41S99E
EuroSwaps,GP39DN41S99E
AnotherFund,2XNE36125B2K
BigEquityReturns,6N72441W35Y8
BigEquityReturns,6YEJIFQS0871
EuroSwaps,295D78RG9585
AnotherFund,295D78RG9585
QuickCashStrategy,5252J1MQ9FL8
EuroBonds,5252J1MQ9FL8
EuroBonds,140LE2K8M868
AnotherFund,40Z85Q522808
QuickCashStrategy,193385256M36
EuroSwaps,N34GN34S3UW3
EuroSwaps,E9H337RLG9EI
EuroBonds,8G7Y62DE7K17
EuroSwaps,58U0N2P9K8N1
EuroBonds,58U0N2P9K8N1
NiceGrowth,0916LS8K1T5Z
EuroSwaps,8R6775Z32602
EuroSwaps,83Y2395Q4I58
NiceGrowth,83Y2395Q4I58
YetAnotherFund,62Q430TVL8J1
EuroSwaps,2X564M216956
YetAnotherFund,2X564M216956
BigEquityReturns,663659X8G4C0
AnotherFund,663659X8G4C0
NiceGrowth,538O47286XMA
AnotherFund,538O47286XMA
AnotherFund,RO66ZZY65QD2
YetAnotherFund,RO66ZZY65QD2
QuickCashStrategy,D6195Q8640J9
EuroSwaps,0173343IL142
YetAnotherFund,0173343IL142
QuickCashStrategy,6H6VDGB8547Q
QuickCashStrategy,W5ET475Q9TW5
EuroBonds,W5ET475Q9TW5
YetAnotherFund,2GZN66R207N1
YetAnotherFund,2TF01EM1PJMI
NiceGrowth,10YI68U53P64
BigEquityReturns,10YI68U53P64
QuickCashStrategy,L27D1E95251D
NiceGrowth,L27D1E95251D
NiceGrowth,9J21TO91B2W3
EuroBonds,9J21TO91B2W3
AnotherFund,2021GDJ4950B
YetAnotherFund,QXCK7S88G123
BigEquityReturns,QXCK7S88G123
QuickCashStrategy,6A3U5MDT411E
NiceGrowth,6A3U5MDT411E
YetAnotherFund,SWRIB5D2Y109
AnotherFund,SWRIB5D2Y109
YetAnotherFund,15N6WAZII988
QuickCashStrategy,15N6WAZII988
EuroBonds,7A1D58X35647
AnotherFund,6186J102E89H
YetAnotherFund,6186J102E89H
QuickCashStrategy,44P661504VP4
NiceGrowth,44P661504VP4
AnotherFund,M2N08E92465O
BigEquityReturns,M2N08E92465O
NiceGrowth,WR177QF5Y491
AnotherFund,WR177QF5Y491
YetAnotherFund,9Q6M364394HW
BigEquityReturns,S20900X1V5T9
EuroBonds,URVI99Z352TR
EuroSwaps,ZOUO103V5L2D
YetAnotherFund,ZOUO103V5L2D
BigEquityReturns,2FZ4R6YWB8ZQ
AnotherFund,2FZ4R6YWB8ZQ
BigEquityReturns,26QW815AY902
AnotherFund,26QW815AY902
YetAnotherFund,8948Y2499R8R
BigEquityReturns,8948Y2499R8R
EuroBonds,F1972868A0GK
YetAnotherFund,F1972868A0GK
BigEquityReturns,09X21QD4XEE9
QuickCashStrategy,41FU6X4511ZS
EuroBonds,41FU6X4511ZS
BigEquityReturns,ME74E733L101
NiceGrowth,2736000778Q9
BigEquityReturns,2736000778Q9
EuroBonds,M62947ADP53W
EuroSwaps,M62947ADP53W
EuroSwaps,2370338WQ204
QuickCashStrategy,2370338WQ204
BigEquityReturns,95EAQEHQDR5K
NiceGrowth,642I74775CKU
AnotherFund,T9G642397719
EuroBonds,J1X0V8W7236M
QuickCashStrategy,021GK1YA69GF
EuroSwaps,75EW2376Y3A7
BigEquityReturns,75EW2376Y3A7
BigEquityReturns,Y7JT98AU237U
QuickCashStrategy,Y7JT98AU237U
QuickCashStrategy,64441U4SF824
YetAnotherFund,64441U4SF824
YetAnotherFund,7T8219836632
AnotherFund,X7JW5S1MWAF3
NiceGrowth,27RM156827L5
EuroSwaps,4TX92TI69U2G
NiceGrowth,4TX92TI69U2G
AnotherFund,F17U0Z216ER8
BigEquityReturns,F17U0Z216ER8
QuickCashStrategy,9068XC8Z7871
NiceGrowth,9068XC8Z7871
EuroBonds,26224434N0B1
YetAnotherFund,26224434N0B1
QuickCashStrategy,89BOZ1Z80JCC
YetAnotherFund,89BOZ1Z80JCC
BigEquityReturns,K671SSSQ76W8
NiceGrowth,K671SSSQ76W8
EuroBonds,25T3458547B7
AnotherFund,25T3458547B7
BigEquityReturns,32EW9W252B0F
EuroSwaps,07390GAP61J4
AnotherFund,PTX8414O841U
EuroBonds,98XL3T8HI9Y0
EuroSwaps,180A221YYFG1
NiceGrowth,01Z8W4W6PRF6
EuroSwaps,R160S16RFZ14
QuickCashStrategy,R160S16RFZ14
QuickCashStrategy,1DD6447T2J92
BigEquityReturns,3983Z82MR083
YetAnotherFund,931059211DB1
YetAnotherFund,S0Z09U811M87
NiceGrowth,RC9099017D45
EuroBonds,H28KD0855729
EuroSwaps,1QHB89U774D1
QuickCashStrategy,LU5T3ZF13140
EuroBonds,WJW9QTZ0QHO1
EuroSwaps,25PO5TZ54Q8O
AnotherFund,25PO5TZ54Q8O
EuroBonds,CU33W90X04W5
QuickCashStrategy,CU33W90X04W5
EuroBonds,05Y077E37621
EuroBonds,1A634S065XOV
NiceGrowth,1A634S065XOV
QuickCashStrategy,X89LKI5W1022
AnotherFund,X89LKI5W1022
AnotherFund,J508Y22YUD1D
NiceGrowth,J508Y22YUD1D
AnotherFund,85272D1M3R7E
EuroSwaps,L63677HTMFG2
EuroSwaps,9L3KO1R3YHOQ
BigEquityReturns,94S5A400HL33
EuroBonds,8L0KK55Q3762
AnotherFund,8L0KK55Q3762
EuroBonds,Y94C95T2087I
BigEquityReturns,Y94C95T2087I
YetAnotherFund,ZU8BK197UQNR
AnotherFund,41C6129R19W9
NiceGrowth,1UXZJY3X7AB9
BigEquityReturns,1UXZJY3X7AB9
EuroSwaps,C61012S86246
BigEquityReturns,4MVKQJ0Z3B22
EuroSwaps,4MVKQJ0Z3B22
BigEquityReturns,271CM3986BK6
EuroBonds,271CM3986BK6
AnotherFund,H7L22ZU32TII
EuroBonds,H4R12W0F23EJ
EuroSwaps,Q88T63113CTA
QuickCashStrategy,Q88T63113CTA
AnotherFund,627KDW7ZS22A
EuroSwaps,627KDW7ZS22A
QuickCashStrategy,OTV21HQR76W2
BigEquityReturns,3599Y7CE609L
NiceGrowth,06K1319NUR27
AnotherFund,06K1319NUR27
BigEquityReturns,219PFO5T78U9
EuroBonds,0K7Z3IR15BF3
QuickCashStrategy,0K7Z3IR15BF3
AnotherFund,44L7968P6W58
EuroBonds,44L7968P6W58
QuickCashStrategy,506X90B32LK1
EuroSwaps,506X90B32LK1
NiceGrowth,64EXYX6R9R6D
BigEquityReturns,64EXYX6R9R6D
EuroBonds,N82M3PQW694L
NiceGrowth,N82M3PQW694L
EuroSwaps,FE78765548X8
AnotherFund,FE78765548X8
EuroBonds,3743SKX81RE3
NiceGrowth,3743SKX81RE3
YetAnotherFund,7391O4B41TA3
YetAnotherFund,3G65R893Q501
AnotherFund,3G65R893Q501
NiceGrowth,5625007WBP5Y
EuroBonds,5625007WBP5Y
YetAnotherFund,4K832NJXW077
EuroSwaps,5P67CE8F05GT
AnotherFund,6XK602J8O2L7
EuroBonds,933FZ27M50XW
QuickCashStrategy,933FZ27M50XW
AnotherFund,4N85O232P97W
EuroBonds,4N85O232P97W
NiceGrowth,VQF4541Y382J
QuickCashStrategy,VQF4541Y382J
YetAnotherFund,08U6I6J67476
QuickCashStrategy,59Q947K47S1Y
BigEquityReturns,59Q947K47S1Y
QuickCashStrategy,H08WRST1147Z
EuroBonds,HIZ29ILS039Z
EuroSwaps,HIZ29ILS039Z
EuroSwaps,S56R66732975
EuroBonds,8LR0763ACWV1
AnotherFund,8LR0763ACWV1
EuroSwaps,4F216Z54D94J
NiceGrowth,4F216Z54D94J
BigEquityReturns,FG60GI20KX9A
EuroBonds,FG60GI20KX9A
BigEquityReturns,U33ED106BDMT
EuroSwaps,U33ED106BDMT
AnotherFund,R8KZ850OE91B
NiceGrowth,752O9317345M
EuroBonds,752O9317345M
AnotherFund,7DE4429240N6
QuickCashStrategy,78G9T976L979
BigEquityReturns,78G9T976L979
YetAnotherFund,64ES97510GR4
QuickCashStrategy,64ES97510GR4
QuickCashStrategy,B23D402SEG06
NiceGrowth,B23D402SEG06
AnotherFund,70EP20G60QF8
BigEquityReturns,15G9997B2TDV
EuroBonds,15G9997B2TDV
EuroBonds,2GMOXO4LXRT6
EuroSwaps,2GMOXO4LXRT6
BigEquityReturns,0Y3437VV67S5
BigEquityReturns,JD4H4F812V30
AnotherFund,JD4H4F812V30
YetAnotherFund,059V8Z6U6E24
AnotherFund,059V8Z6U6E24
EuroSwaps,2ZI1Y135A23A
AnotherFund,142472P14AV8
EuroBonds,H1KGF949TI87
QuickCashStrategy,H1KGF949TI87
YetAnotherFund,2I20J9TA21A0
BigEquityReturns,B574B56QN47L
YetAnotherFund,H82O2V848LLM
EuroSwaps,VV80E598F66J
NiceGrowth,VV80E598F66J
BigEquityReturns,45FWWIV1L96H
YetAnotherFund,362235B1QNXZ
YetAnotherFund,3JB91A6795D2
QuickCashStrategy,3JB91A6795D2
EuroSwaps,0R06121J1ZKP
BigEquityReturns,IF437QC3V6Y7
YetAnotherFund,IF437QC3V6Y7
EuroSwaps,Z25S344WL97C
AnotherFund,21IX9973G7WC
EuroSwaps,L6624P8824KK
EuroBonds,L6624P8824KK
NiceGrowth,N654BUHG11P7
BigEquityReturns,N654BUHG11P7
QuickCashStrategy,787E9Q441H54
EuroBonds,787E9Q441H54
YetAnotherFund,046IIEN6E43O
AnotherFund,046IIEN6E43O
QuickCashStrategy,207243I2FU50
YetAnotherFund,207243I2FU50
EuroSwaps,FQ472H34R2A7
NiceGrowth,FQ472H34R2A7
EuroBonds,2A5F41YA2339
YetAnotherFund,Q1137W811B64
BigEquityReturns,Q1137W811B64
EuroBonds,2864H0479TYZ
AnotherFund,2864H0479TYZ
BigEquityReturns,EY6JT09D0TZT
EuroBonds,201SE06A6543
YetAnotherFund,201SE06A6543
YetAnotherFund,C15O9383P789
NiceGrowth,9G851473F797
AnotherFund,I2487212B354
QuickCashStrategy,079K0N9160CU
AnotherFund,A6IWBG1IRK1R
EuroSwaps,82792118056Z
BigEquityReturns,82792118056Z
EuroBonds,78758P22P7N4
BigEquityReturns,F080D538B7H9
YetAnotherFund,84V1561X4W91
EuroBonds,2I1B726303O2
YetAnotherFund,MJE612L9A56V
NiceGrowth,JH9M82V27L9I
NiceGrowth,5O4766217O2D
AnotherFund,R7056E421ZFA
QuickCashStrategy,1033S9UW4PL6
BigEquityReturns,0ZAAM45WW08E
AnotherFund,9R555JJE0809
YetAnotherFund,9R555JJE0809
YetAnotherFund,06XKX844522H
AnotherFund,06XKX844522H
AnotherFund,YGM9O608Q0RR
EuroBonds,8O8ES33DFV3U
NiceGrowth,2QA8E47F7934
EuroSwaps,2QA8E47F7934
BigEquityReturns,T2DNIMN7S078
EuroSwaps,T2DNIMN7S078
BigEquityReturns,8C64W2F4798D
NiceGrowth,8C64W2F4798D
EuroBonds,L45559836SL9
NiceGrowth,144WI3UT5HG0
QuickCashStrategy,96P2V08B507Q
AnotherFund,96P2V08B507Q
QuickCashStrategy,G025WL1732UI
NiceGrowth,92E154787584
NiceGrowth,565L3X4915JF
EuroSwaps,HYR103157813
BigEquityReturns,HYR103157813
QuickCashStrategy,16DJFHUQ22V6
NiceGrowth,16DJFHUQ22V6
YetAnotherFund,3Q5HR682RDMT
EuroSwaps,3Q5HR682RDMT
BigEquityReturns,41VA0EYOG997
YetAnotherFund,2D93H4V809A1
NiceGrowth,2D93H4V809A1
EuroBonds,52KU3A2S4RJH
YetAnotherFund,52KU3A2S4RJH
AnotherFund,36LJ156P94N0
QuickCashStrategy,36LJ156P94N0
YetAnotherFund,4EFGIH383148
QuickCashStrategy,4EFGIH383148
EuroSwaps,624N41J33CZ9
EuroBonds,A4S7167037N7
EuroSwaps,VW3H31FP536N
NiceGrowth,61E529N3U6B7
AnotherFund,565RZ6U74U66
YetAnotherFund,3O97554VWVV9
QuickCashStrategy,63E02G94C710
EuroSwaps,63E02G94C710
YetAnotherFund,35YT307C167F
EuroSwaps,5518U8X2P758
NiceGrowth,2ICJU3PZ1346
EuroSwaps,2ICJU3PZ1346
EuroSwaps,7229W619A8B8
QuickCashStrategy,5O36N3LQ2511
EuroBonds,5O36N3LQ2511
EuroBonds,E89G9CZEIMKB
EuroSwaps,841Y2993V61Z
BigEquityReturns,841Y2993V61Z
NiceGrowth,80U43632UL54
AnotherFund,38HGV0531D12
QuickCashStrategy,38HGV0531D12
EuroBonds,ZP05W2275J1V
EuroSwaps,040P73G308A0
BigEquityReturns,040P73G308A0
YetAnotherFund,8852819103B4
AnotherFund,8852819103B4
QuickCashStrategy,A9865GOKN52Q
BigEquityReturns,2D44DMW17HUK
AnotherFund,4T59I118425X
BigEquityReturns,4T59I118425X
EuroBonds,F5T1536ZMFUH
YetAnotherFund,F5T1536ZMFUH
NiceGrowth,B01T76L2736G
QuickCashStrategy,B01T76L2736G
AnotherFund,9U62543H7XY6
BigEquityReturns,Y7058VV82BL0
NiceGrowth,Y7058VV82BL0
YetAnotherFund,C8275539Y68E
QuickCashStrategy,XE86K5O04991
EuroSwaps,4BE32ON8YLQ2
EuroBonds,4BE32ON8YLQ2
NiceGrowth,WO7ZTRCO1A52
YetAnotherFund,WO7ZTRCO1A52
QuickCashStrategy,DR8V9301Y4L6
EuroSwaps,89263H6H2629
NiceGrowth,89263H6H2629
EuroBonds,8056Y58D2B6U
YetAnotherFund,8056Y58D2B6U
NiceGrowth,HU7YNYR3LL3I
YetAnotherFund,P983ZV1GT86V
NiceGrowth,P983ZV1GT86V
YetAnotherFund,8OMD25U05LN8
QuickCashStrategy,8OMD25U05LN8
AnotherFund,8VA6S8539Y7M
BigEquityReturns,8VA6S8539Y7M
EuroSwaps,RT0W27H155Q1
NiceGrowth,RT0W27H155Q1
QuickCashStrategy,LDG812G78235
AnotherFund,LDG812G78235
BigEquityReturns,Z075988MJ622
QuickCashStrategy,Y07P1HJ7JH2Z
BigEquityReturns,Y07P1HJ7JH2Z
BigEquityReturns,365169DIX0O5
NiceGrowth,365169DIX0O5
YetAnotherFund,3695IS3YE7X5
NiceGrowth,516718IP1943
EuroBonds,782C0U680725
AnotherFund,782C0U680725
AnotherFund,88284DA3P220
AnotherFund,W0SM6F85W368
NiceGrowth,W0SM6F85W368
NiceGrowth,G7474HM940O3
NiceGrowth,8P4OR8B2HLN3
NiceGrowth,2Q86Y893FX3M
EuroBonds,2Q86Y893FX3M
EuroSwaps,58939JX0TQ6L
EuroSwaps,031UYAH628PT
NiceGrowth,B3O1PCH5V9F6
BigEquityReturns,B3O1PCH5V9F6
AnotherFund,3I352773B0U0
BigEquityReturns,3I352773B0U0
QuickCashStrategy,7014716V1PQJ
AnotherFund,7014716V1PQJ
EuroBonds,UQQQE552B647
YetAnotherFund,1Q75A8ZT80Y8
BigEquityReturns,1Q75A8ZT80Y8
BigEquityReturns,U0J5OF466012
QuickCashStrategy,K1Q8YVO66627
YetAnotherFund,K7N1T3S00141
BigEquityReturns,K7N1T3S00141
NiceGrowth,49G5V9674ZA5
BigEquityReturns,860F874DK4E4
BigEquityReturns,LO348O1EA423
QuickCashStrategy,9M7A2A806295
BigEquityReturns,9M7A2A806295
AnotherFund,500P853V4Z94
EuroSwaps,500P853V4Z94
AnotherFund,2239EDQI2APP
BigEquityReturns,3Y68165A1B5D
YetAnotherFund,3Y68165A1B5D
AnotherFund,8O9IO7H0165C
QuickCashStrategy,Y158P949UH96
NiceGrowth,4MZB6000U661
EuroSwaps,4MZB6000U661
BigEquityReturns,7PF5SL45Z47A
BigEquityReturns,5YI1D2957617
QuickCashStrategy,5YI1D2957617
YetAnotherFund,40444NJ4RO5Z
NiceGrowth,138M38K14A3L
AnotherFund,138M38K14A3L
BigEquityReturns,DY3E4M12S729
EuroSwaps,349L2094JEY1
EuroSwaps,D9Z1846O7PXN
EuroBonds,D9Z1846O7PXN
EuroBonds,O8VMO7S1QH4T
AnotherFund,F17083DNW4Y7
YetAnotherFund,F17083DNW4Y7
YetAnotherFund,TGJR6MSY556V
QuickCashStrategy,4CG6379921Z6
BigEquityReturns,D7G110A5X1T7
NiceGrowth,D7G110A5X1T7
EuroBonds,634VGI166AM4
NiceGrowth,634VGI166AM4
AnotherFund,M881XNK8411X
QuickCashStrategy,M881XNK8411X
AnotherFund,XM5K2O4U5718
QuickCashStrategy,XM5K2O4U5718
YetAnotherFund,43Z42A956B5W
EuroBonds,QO18U0FIECQ2
EuroSwaps,QO18U0FIECQ2
BigEquityReturns,54F0ETP911D5
YetAnotherFund,J028189XQ004
BigEquityReturns,J028189XQ004
BigEquityReturns,61S008312V8F
QuickCashStrategy,61S008312V8F
QuickCashStrategy,M3186ZG32J04
NiceGrowth,M42491F75622
AnotherFund,M42491F75622
NiceGrowth,20R3049S99PD
AnotherFund,O5TS0U748XK9
EuroSwaps,38B690703NX5
QuickCashStrategy,S5I553BZ9I46
EuroSwaps,S5I553BZ9I46
QuickCashStrategy,2OTJ9J5C25O4
EuroSwaps,A21T37U96RZ0
EuroSwaps,12X1LV2384A2
AnotherFund,12X1LV2384A2
AnotherFund,V9U67D4735LX
AnotherFund,YL80E68V8LN1
NiceGrowth,T4FCGPR1611U
BigEquityReturns,D88A1X216714
EuroBonds,D88A1X216714
YetAnotherFund,792M5A5M9LY1
NiceGrowth,6J842176Q0G9
BigEquityReturns,6J842176Q0G9
EuroSwaps,M94X9JGO8QVF
YetAnotherFund,27M42N560481
AnotherFund,4FN2O1695835
BigEquityReturns,4FN2O1695835
EuroSwaps,665876H9015I
QuickCashStrategy,665876H9015I
AnotherFund,1Y11MY48H076
NiceGrowth,1Y11MY48H076
NiceGrowth,2C388700153X
NiceGrowth,Q05T6980X413
QuickCashStrategy,621O7KO2JL54
YetAnotherFund,C16K8XJ64747
QuickCashStrategy,9R6524K98365
NiceGrowth,9R6524K98365
EuroBonds,173U8B183H57
AnotherFund,1FCHQ95C6ZZ2
AnotherFund,1791R0F21QW1
QuickCashStrategy,1791R0F21QW1
NiceGrowth,O4T8WMFQ02WE
BigEquityReturns,3B6E7TE5T2X6
YetAnotherFund,3B6E7TE5T2X6
YetAnotherFund,53I3RCIF5553
BigEquityReturns,6QCP064B06X7
AnotherFund,6QCP064B06X7
NiceGrowth,X0O914BK591W
QuickCashStrategy,X0O914BK591W
BigEquityReturns,WFUYSW8845P8
NiceGrowth,32QSLBV57R9L
BigEquityReturns,32QSLBV57R9L
EuroBonds,4J06067702QD
YetAnotherFund,4J06067702QD
YetAnotherFund,357P608B5219
EuroSwaps,PA7QSKKO426F
NiceGrowth,PA7QSKKO426F
EuroBonds,57212IA179UI
NiceGrowth,57212IA179UI
BigEquityReturns,75A240487290
BigEquityReturns,69XAD7KD5O17
EuroSwaps,928YO972G120
BigEquityReturns,928YO972G120
EuroSwaps,P34IO23368B0
NiceGrowth,Y69KN7Z0EIPZ
YetAnotherFund,8SH676WE0IVT
AnotherFund,8SH676WE0IVT
AnotherFund,770802DL87C4
QuickCashStrategy,770802DL87C4
EuroSwaps,N80242IQ3Y28
EuroBonds,N80242IQ3Y28
NiceGrowth,I5X816WROSG6
EuroSwaps,5005GL031G41
EuroBonds,5005GL031G41
EuroBonds,IV9Q59UF3C7F
QuickCashStrategy,IV9Q59UF3C7F
QuickCashStrategy,4ZX2ARB737Q5
EuroSwaps,4ZX2ARB737Q5
AnotherFund,6Y0J2I52VP50
QuickCashStrategy,6Y0J2I52VP50
QuickCashStrategy,6C969M82P0Y2
AnotherFund,7E657559Z9N1
QuickCashStrategy,7E657559Z9N1
QuickCashStrategy,1Q09P291F4TN
EuroSwaps,GJ8N5YO1M1VT
BigEquityReturns,GJ8N5YO1M1VT
EuroSwaps,P0MD93IFXB1H
NiceGrowth,P0MD93IFXB1H
EuroSwaps,1EO5WHL116P9
YetAnotherFund,Z0A977A14MY7
EuroSwaps,H1KW5XR57TIT
EuroBonds,H1KW5XR57TIT
YetAnotherFund,7034E44I0615
BigEquityReturns,7034E44I0615
EuroSwaps,92WGR4D7YDN5
NiceGrowth,92WGR4D7YDN5
BigEquityReturns,8VQT5E86H9LZ
YetAnotherFund,T91776J145U9
BigEquityReturns,T91776J145U9
NiceGrowth,B42I39U0794X
EuroSwaps,Q2L7J0ZD37C0
BigEquityReturns,R1ZH6AE982FP
AnotherFund,805J66IIJD73
YetAnotherFund,8AY5K9V2OCWF
QuickCashStrategy,8AY5K9V2OCWF
QuickCashStrategy,961CAGWRZ60E
EuroSwaps,5HN4B9S6VYSL
BigEquityReturns,5HN4B9S6VYSL
EuroBonds,K70620525L38
BigEquityReturns,K70620525L38
EuroBonds,64OW2FQ73O9C
EuroSwaps,64OW2FQ73O9C
EuroSwaps,9C809GUM288B
QuickCashStrategy,1682E80O6YN2
YetAnotherFund,90465S257RZZ
QuickCashStrategy,02U0A14C6I16
QuickCashStrategy,9Q95824OQG7D
AnotherFund,9Q95824OQG7D
YetAnotherFund,6206NSO23Z76
EuroSwaps,014B5CAXW805
AnotherFund,956A282F398U
EuroSwaps,956A282F398U
AnotherFund,2MDV2K56O753
EuroSwaps,XD7D2319666N
EuroSwaps,12AD3SP311P5
BigEquityReturns,12AD3SP311P5
EuroBonds,107433LTNL9E
QuickCashStrategy,694Z117V168F
BigEquityReturns,BZ79X8X605HL
NiceGrowth,BZ79X8X605HL
EuroSwaps,U3H7P76AK1T2
AnotherFund,U3H7P76AK1T2
QuickCashStrategy,B22764416I34
BigEquityReturns,B22764416I34
EuroSwaps,3DG3495980Z6
EuroBonds,511UI968318Z
QuickCashStrategy,0RWZ6A70FP58
BigEquityReturns,78394W091344
NiceGrowth,78394W091344
AnotherFund,4H467F827SJ5
YetAnotherFund,4H467F827SJ5
EuroSwaps,7SE16GR2K876
QuickCashStrategy,1FS1W41B7934
